X.GN.	X.Pr0B_0h1.	X.ProB_0h2.	X.Pr0B_1h1.	X.Pr0B_1h2.	X.Pr0B_4h1.	X.Pr0B_4h2.	X.Pr0B_16h1.	X.Pr0B_16h2.	a
"tr|E9Q3H4|E9Q3H4_MOUSE"	15.1663308399466	15.092668709971	15.1074792800614	15.2161138598965	15.2462030499299	15.2621202501779	15.6452352600128	15.56013135011	0.973446119095032
"sp|P62071|RRAS2_MOUSE"	18.4658992200419	18.4312951799467	18.5028811201095	18.4351590801238	18.5183761899714	18.537444929821	18.7590014299296	18.7128385201247	0.973288007711706
"sp|Q922H9|ZN330_MOUSE"	17.5650051202224	17.5111633799533	17.5875876696839	17.6091600000717	17.6264463201232	17.5909945696368	17.8450137200148	17.8328722800641	0.973277812332376
"tr|Q91Z40|Q91Z40_MOUSE"	18.8729207498567	18.9543664200036	18.8666467401038	18.922898079932	19.0471328700715	18.9976335500019	19.5105199800097	19.6601537799161	0.973193755187053
"sp|P29341|PABP1_MOUSE"	23.4699961502383	23.4080291194724	23.4591896794251	23.4275679499306	23.4740177703311	23.5753097001585	23.7416927797013	23.7635937997293	0.973068100646203
"tr|G3UW58|G3UW58_MOUSE"	15.2128886398136	15.3057816400988	15.4314815599322	15.3012624400871	15.3853065001428	15.5045634200057	15.9435995600476	15.958261330028	0.972990629982323
"tr|G3X9B1|G3X9B1_MOUSE"	20.8745190102836	20.870557590296	20.8749742297069	20.9236829898595	20.8731231799424	20.8518418096455	21.1850255401743	21.1884481697806	0.972948662073404
"tr|Q9DCE9|Q9DCE9_MOUSE"	17.502594979842	17.5014763898545	17.5763172199222	17.5630829903143	17.5524069601386	17.6526126102425	17.8677782499796	17.8251247199441	0.972606389147285
"sp|Q8BQM4|HEAT3_MOUSE"	19.513961879959	19.3799978499348	19.4470565599469	19.4333285099366	19.4691295100943	19.4149780900198	19.8701394499325	19.9230241900484	0.972493988959208
"sp|Q8R366|IGSF8_MOUSE"	16.4388648699518	16.5576301899302	16.4187692099288	16.3848233599316	16.6781612796641	16.8150263395025	17.6655201601023	17.4841101799232	0.972036133200027
"sp|Q61502|E2F5_MOUSE"	19.5809907999799	19.5356953800654	19.4112177200292	19.5956940199674	19.5578071300398	19.599551879988	20.0531485803759	20.1086021601361	0.971968299933705
"sp|Q80SU7|GVIN1_MOUSE"	20.9705247102014	21.0114974398772	21.0306509501777	21.0156183002479	21.1679896600971	21.0261847301172	21.6269262701836	21.5703708301607	0.97184919458432
"sp|Q99LH1|NOG2_MOUSE"	18.6564326800196	18.6122579699635	18.6566491901109	18.6547195200179	18.5785797399366	18.7415747700677	18.9511172501021	18.978774699897	0.97176196269132
"sp|Q9EQ61|PESC_MOUSE"	19.0277179800986	18.8547847498514	18.9388704799903	18.9479172098795	18.8845635099276	18.9749800299374	19.4310099599676	19.3577288599975	0.971406049150291
"sp|Q64674|SPEE_MOUSE"	21.3578363500592	21.4249233600491	21.3831962599912	21.3604032299038	21.3786592498413	21.3608240801158	21.7718090898855	21.8273554298628	0.971389282072297
"sp|Q3TZX8|NOL9_MOUSE"	17.2121840001863	17.1600574902811	17.1039777004561	17.2659288201401	17.190013740012	17.2726144199956	17.5943669696384	17.5817863400857	0.970789387854182
"sp|Q99PM9|UCK2_MOUSE"	17.9237425301943	18.0323105998582	18.06086170007	18.0563560901074	18.1960216801018	18.2840159497867	18.782854469902	18.9867298500796	0.970537798675902
"sp|Q99LE6|ABCF2_MOUSE"	20.0289939798621	19.9625397895322	20.0885473696717	20.0309925701098	20.015645520246	20.0691987404012	20.3272603597469	20.2809109402724	0.970387589871092
"sp|Q8C5N5|PDD2L_MOUSE"	15.088242840134	15.2056280400562	15.1101989000671	15.2243761699081	15.1806135501521	15.3382643198698	15.6995098398964	15.6935830901339	0.969734271753561
"sp|Q921N6|DDX27_MOUSE"	20.3482296804839	20.1842261804351	20.3035937894766	20.3613069599178	20.2811308802396	20.3163781999043	20.7073382203136	20.7042333999223	0.969439423634149
"sp|Q8R2U4|NTM1A_MOUSE"	19.5957251999429	19.6785975200725	19.702031629944	19.6884134299887	19.7301324400087	19.8313041499807	20.087848840076	20.1119945598593	0.969324680713165
"sp|P46718|PDCD2_MOUSE"	18.1031902597686	18.0684188098611	18.1088458798304	17.9970404597822	18.1593641698742	18.1738273701804	18.462605000093	18.5304950998327	0.969044339983566
"sp|P19096|FAS_MOUSE"	21.5403284000309	21.5526863097834	21.5761593497896	21.5847800600797	21.5889185197747	21.4988795297909	22.0437348798781	21.9895606700748	0.968839225486611
"sp|Q8R107|PRLD1_MOUSE"	15.0564091598071	14.9432747401721	15.0699673698038	15.0807138002005	15.1493252000852	15.2151368298626	15.5788651799648	15.487431310082	0.968466230956902
"sp|P70670|NACAM_MOUSE"	20.5095903700421	20.435887459585	20.3905281301719	20.4890447898534	20.4791752898092	20.4872151604601	20.7617697897905	20.7561729702161	0.968338893263505
"sp|Q8C3I8|HGH1_MOUSE"	18.7893673599447	18.8731459701165	18.9307559800099	18.8532511198925	18.9212866499732	18.9944220999837	19.2659842000087	19.3308176299112	0.967931262886481
"sp|Q8R2N2|CIR1A_MOUSE"	18.4069055298945	18.4111315400886	18.4527169799078	18.5204132599702	18.4487555601438	18.4909203498819	18.7349113500687	18.705378940153	0.967724248926599
"sp|O35368-3|IFI3_MOUSE"	17.601392380203	17.5051602903445	17.5735253802607	17.5096301400327	17.6676422501415	17.8441116397211	18.1905287999203	18.1935243498597	0.967289810551833
"sp|P70700|RPA2_MOUSE"	17.6154186200596	17.6359398802442	17.589383400104	17.6141072796885	17.6492117396809	17.5867723498608	17.9828291198493	18.0816632098423	0.967111047170301
"sp|Q6PAC3|DCA13_MOUSE"	18.1820582801743	18.1960172198229	18.1415932700387	18.1953023698711	18.1921517898218	18.3395947000322	18.5286893498668	18.5701745798872	0.966948457533737
"sp|P56183|RRP1_MOUSE"	18.3825440999168	18.2543309497696	18.2512371601894	18.4217773901384	18.3971657398768	18.3563649500663	18.8073770800143	18.8441374098861	0.966942075194933
"sp|Q8VCE2|GPN1_MOUSE"	16.2538555999396	16.3098215700856	16.2514855099259	16.2392018400446	16.2727483499628	16.3386264400792	16.5381052600445	16.6188573596459	0.966804918064028
