"","sig126","sig127N","sig127C","sig128N","sig128C","sig129N","sig129C","sig130N","sig130C","sig131N","sig131C"
"Q9QY15",14.9844227384578,14.529459714066,15.0464742074844,15.283809017573,15.1755938599669,14.7870948503235,14.9844227384578,15.378861925278,15.219377642486,14.9485513835278,15.2789559620204
"Q9CWT6",14.8557502419519,14.8127055596148,14.9999929608568,14.7340579489383,14.7794147418956,14.628901981744,14.8557502419519,14.8084316883171,14.4250119662178,14.8155974235768,15.1197883800318
"Q8VDW0",19.6295293532435,19.6116455476385,19.7474631058891,19.7594897544282,19.6382047806906,19.6047334231987,19.6295293532435,19.7020802391183,19.7150595323569,19.5596624488651,19.6934226278459
"Q9Z1N5",20.09944545918,20.0447176996368,20.1743661284595,20.2327565580453,20.1132851772649,20.1434025309574,20.09944545918,20.1813715791957,19.9919394351724,20.0551696021166,20.1239894541542
"Q62167",20.0136171071882,19.772839975522,20.2445844040947,19.9853465521744,19.9908675295067,19.8341828874073,20.0136171071882,20.0349509204145,19.7317247364726,19.8193944081301,20.0952933117079
"Q62095",20.0298110956874,19.7625583822547,20.2609496342767,19.9883233340421,19.9833516855591,19.8273245366796,20.0298110956874,20.0692608599933,19.6763356186755,19.7923625207285,20.0184042715529
"Q61496",17.8480908644203,17.0876222507663,18.0743944590241,17.7550909342764,17.8247779549003,17.6312078134057,17.8480908644203,17.8258938989051,17.2892074245737,17.5891911976899,18.0113612153034
"Q91VN6",16.8393256161669,16.7646914216733,16.8086762957682,16.9357898499661,17.0891548905663,16.721027035258,16.8393256161669,17.0856734755683,16.8956734962995,16.8530215063442,16.844554585841
"Q810A7",17.9929694600908,18.0094732094553,18.1120762958616,18.1390314152801,17.9518942910424,17.8903668445566,17.9929694600908,18.144105952515,17.7169393545609,17.8876920297597,18.0192546233766
"Q569Z5",18.4464370013743,18.3107801269405,18.5543408896417,18.5899411276127,18.3371293076434,18.2870433986699,18.4464370013743,18.6382366578179,18.0128236823717,18.3582880153044,18.5160001756318
"Q9CWX9",15.1262327781024,14.848787878444,15.2185365910377,15.225212328027,15.391628113961,14.9036023662235,15.1262327781024,15.3116389165336,15.22305275832,14.9419499753405,15.1731117634896
"Q61656",19.3173542833302,19.0692651640482,19.559711214712,19.3258222372472,19.3049887040718,19.1324249032069,19.3173542833302,19.3654581412418,18.9916096982664,19.1604599185576,19.3524179847385
"B1ARC0",18.6147782875546,18.2794562366059,18.8932940147302,18.5524305272614,18.6825558319483,18.5377359614854,18.6147782875546,18.5982396039026,18.5787776482821,18.5806658917027,18.6515890238128
"Q99MJ9",16.8492234819699,16.4447798032493,17.0463368286667,16.9487886059688,16.813123293771,16.624960148019,16.8492234819699,16.9547400613047,16.4647581301662,16.7761055318476,16.9927152725968
"Q6P9R1",15.9767837673067,15.061882619801,15.6011498305764,15.4773688433604,15.8237662342067,15.5707046545239,15.9767837673067,15.7233503956227,15.339662530489,15.7898500401744,15.774704530473
"Q6Q899",13.9448459414693,14.1678638040305,13.8292066712388,13.7522798770577,13.9226671555502,14.2320578115547,13.9448459414693,14.0322653095559,14.2893975293876,13.9354669203956,13.9978986181993
"Q9DBN9",15.1480769491648,15.0889103410014,15.0709041806614,15.1084563759577,15.2865104769074,15.2204898862296,15.1480769491648,15.0798871577078,15.500994317947,14.9861049124146,14.9778092247149
"P54823",18.0266337244432,17.7524210383004,18.1900703087066,18.1946758924125,18.0103305123459,17.9136350819442,18.0266337244432,18.201307421149,17.842103748322,17.8554831409452,18.0856736378945
"Q9CQ62",18.9332310041803,18.414509356617,19.1469992565162,19.1404370163896,18.9778154882373,18.8737924758647,18.9332310041803,19.0182994438294,19.0145294364099,18.815730319238,19.0120236596988
"Q9WV68",14.7272575764932,14.3636358022599,14.6577951385404,14.7037654604616,14.8553497045694,14.5841529709854,14.7272575764932,14.6952770632048,14.827954183847,14.7226066528782,14.7104723666839
"Q99J78",13.7306348170707,13.8618996255171,14.2130464385181,13.7129322973924,13.9563887335821,13.742563547994,13.7306348170707,13.7079805909626,13.7762563263669,13.7515274885577,13.7027702246523
"O09005",15.4987502749011,15.7435883093177,14.6415167386101,14.9231082600927,15.414714331185,15.4590786010237,15.4987502749011,14.8686027850116,15.6630554632311,15.7117727693929,14.7710387544692
"Q7TNV0",18.4911559650188,18.4168311650459,18.3356055172211,18.3033380880576,18.4662688481464,18.3548979338695,18.4911559650188,18.2752831470987,18.5172797138786,18.3753203758402,18.2617236260787
"Q9D8N2",17.0714587120291,16.9938451835814,17.1683020853264,17.2528434219161,17.1260886928313,17.1358610584956,17.0714587120291,17.2506539101885,17.1572888686333,17.1782716780159,17.184476525803
"Q3UHG7",16.2628432500929,16.4633188207439,15.8782506672695,15.8537317246521,16.3049007346702,16.249223411932,16.2628432500929,15.8828985924085,16.8107627032146,16.1917374063141,15.9951134686233
"Q8K382",17.0522700300991,16.9878783861356,17.0402317857834,17.0031112886963,17.0306964223746,17.0431891562486,17.0522700300991,17.2351404374224,16.7614708888378,17.1570198494143,17.0247267067704
"Q924W7",14.4661780635307,14.3420774016348,14.2691507387237,14.0150999764238,14.2251241051884,14.6289870983527,14.4661780635307,14.3867611323441,14.3867951152421,14.6454515402208,14.278434042384
"E9Q8V6",16.9113625587368,16.417989523207,16.8989054872652,16.743779138141,16.8997005146382,16.6181035817594,16.9113625587368,16.8184163723569,16.6763636498432,16.6402622062765,16.7983000164524
"Q3U1Y4",16.7311969881836,16.3631802895658,16.813644788723,16.8060022974444,16.7068935961118,16.5082251277368,16.7311969881836,16.8324310238411,16.5043526617204,16.5397012367786,16.6843659509107
"A6H8H2",15.8132762309754,15.7946251092808,15.7775526225649,15.7703123005172,15.7662882417966,15.908926094697,15.8132762309754,15.8082453420913,15.6754457478546,15.8893787203627,15.8241765138795
"Q6PAL8",17.8662935382458,17.8236737132867,17.6301076197591,17.5743710690803,17.788258731123,17.9070656961024,17.8662935382458,17.6933441177115,17.9735282758226,17.996313652924,17.709413807322
"A2RSQ0",17.8643029090263,17.614967935267,18.0674772142889,17.8700097894203,17.7847016780432,17.6747134893178,17.8643029090263,17.9465119254878,17.709877085971,17.7343968498955,17.9389502275309
"Q8BH65",14.5716209963143,14.0989762935054,14.3867892736385,14.7189817011299,14.6225363299473,14.6221148970312,14.5716209963143,14.5173685127756,14.9825240793542,14.6797397964366,14.5764382981557
"Q9D9V7",15.8161976689751,15.4259475873703,15.9217507853388,15.8410146624521,15.8873827122211,15.8960154551617,15.8161976689751,16.108225537036,15.9284642086406,15.6948960953364,15.8944128227201
"Q9CQJ6",17.8936815458781,18.1232313002073,17.7173185320526,17.961530885538,18.0248545040644,18.0710104145421,17.8936815458781,17.88082330073,18.1291861267021,18.1080764842938,17.8667422837819
"P61460",16.3697272831679,16.3376297879181,16.4327842152234,16.4793094010711,16.4365347764446,16.3832381433969,16.3697272831679,16.5225192146901,16.3737462438695,16.4213446489072,16.3428962868528
"D3Z5Y4",15.3302588215256,15.5068450346374,15.2274088757963,15.448242090386,15.3154975113745,15.39785139525,15.3302588215256,15.4481479463105,15.1820751228542,15.3375481389856,15.2615284933043
"B2ZRS6",15.7945651701484,15.6013504301854,15.6684561244584,15.5521585364489,15.8319241354684,15.5740338093937,15.7945651701484,15.6020823818751,16.1331489749837,15.3833618974302,15.5929037673163
"B2ZRS8",16.1684055979883,15.5810106703226,15.9447741151299,15.715016665504,16.1439064249199,15.7428559826308,16.1684055979883,15.8419810072686,16.6137158814867,15.5333698313645,15.7979204397845
"Q91YP3",13.6931138787256,13.9444901992824,13.793999929853,13.4316095511172,14.038708304606,13.7267551540223,13.6931138787256,13.7943601172133,14.0003244928538,13.6414208143762,13.8135936376879
"Q99J56",16.1182583093384,15.5758297288992,16.0507125060822,15.9463029193888,16.1214994218946,16.0844678653223,16.1182583093384,15.9623403338079,16.2086273947874,16.3152799107357,16.089188075369
"P0CG14",14.982093668324,14.1598402275444,15.3562682704208,14.4518562560721,14.6547701601529,14.1885635918978,14.982093668324,14.4051583962178,14.0413732692615,14.3633458042649,15.0170772365524
"P31001",18.7607457790633,18.6502414170448,17.8324527112916,16.8263156045271,18.90922822071,18.54995111166,18.7607457790633,17.179908074648,19.6149038755075,18.6882927396624,18.1167848880939
"Q9CQT7",17.2501950517813,17.6668916498736,16.789385913993,16.7971796647787,17.4902883061776,17.5059873222642,17.2501950517813,16.8929958917125,18.2752015266428,17.5637823441711,17.0544807221306
"O54786",16.0618302297257,15.4911211988761,16.2990326590971,16.0826774618063,16.1271606614859,15.6977495162026,16.0618302297257,16.057804684289,16.0071850899295,15.7201657023546,16.2348877882845
"Q9Z2A7",15.7992388736099,15.5290229348348,15.9113590439175,15.5128576162276,15.5922559219337,15.4723726574142,15.7992388736099,15.5814851877177,14.5232476034501,15.6544347832597,15.7805157957444
"P98154",13.3582557543147,13.2116361679572,13.6460178580209,13.8638544433963,13.611039144626,13.5193766114463,13.3582557543147,13.4703127573035,13.2512033950475,13.7886711736316,13.325863897961
"O35347",15.4386123691896,15.8292512026405,15.150271504878,15.2647998458696,15.1893858115169,15.682494454783,15.4386123691896,15.1311268173523,15.1029596787244,15.5701422419521,15.1174427073895
"Q80ZS8",15.4386123691896,15.8292512026405,15.150271504878,15.2647998458696,15.1893858115169,15.682494454783,15.4386123691896,15.1311268173523,15.1029596787244,15.5701422419521,15.1174427073895
"O88673",19.8676070127147,17.4257071224539,19.966291802843,19.760045716702,19.7917654391221,19.4497012134148,19.8676070127147,20.1296730420993,20.638855454782,19.8465244168382,20.2051835029817
"Q6NS52",19.6676024204426,20.1475038954705,19.1039092865379,19.5480561369083,19.7847306848383,20.062859662527,19.6676024204426,19.5505752979243,20.1239861335997,20.157607072134,19.4620374666104
"Q8BXP8",18.8120790863357,19.2876475707796,18.3964064605293,18.7581940883216,18.8973129595974,19.1723582139403,18.8120790863357,18.7697309812265,19.078571802103,19.2004799965404,18.6829992847461
"E9PUQ8",16.8753861017943,16.7012511738461,17.5457463905601,17.3214247597717,16.8289740251248,16.6527168287788,16.8753861017943,17.4026188582502,15.9835174717152,16.7044700723226,17.3034044072553
"A0A087WP73",15.1196719132044,15.001500475815,15.5914943972976,15.5783237911078,15.0814430822632,14.9555388957063,15.1196719132044,15.6257784385811,14.0143776462022,14.8974506867848,15.4541346275253
"Q9R1C6",18.15231962468,18.0623224230413,18.3110720967687,18.416773793059,18.2075587004792,18.1509986739609,18.15231962468,18.3290493980904,17.9743283805705,18.1370531063005,18.2721491780354
"Q91WG7",17.1383957954504,18.9169872752683,16.4312688780583,16.7495900810949,17.0147659451717,18.7345914195254,17.1383957954504,16.9042957376209,17.6585774298339,18.9237816949372,17.2217598478663
"D3YXJ0",18.2776949283465,18.5257772495256,18.4019815065749,18.4001115776765,18.3293574552325,18.3434895701996,18.2776949283465,18.4452671490916,18.1008922145214,18.3965819569138,18.392585089277
"A0A2I3BQ48",18.2784872089547,18.5173012550774,18.4069211177416,18.3941669632335,18.3269756677938,18.3520477269298,18.2784872089547,18.443103706781,18.1068682014835,18.4004108488055,18.3990191506786
"D3YWQ0",18.1482516072895,18.5220997875837,18.0037385718392,17.99104514065,18.3107662142708,18.250747671651,18.1482516072895,18.1140078338206,18.1651822585568,18.221706601011,18.0916578134163
"D3Z519",17.2948494757438,17.7087295723361,17.2027688021016,17.1880546620393,17.4507645245782,17.4702587734505,17.2948494757438,17.3215841810552,17.4456994072374,17.4381688333276,17.2521085995571
"Q6P5E8",16.9889358885082,17.1320314121139,17.0418188463762,17.2102235670734,17.0802363663489,17.2694034182805,16.9889358885082,17.1622816452235,17.0216824040495,17.2903539284373,17.2554564006344
"Q80UP3",18.2047020926825,18.4600316850503,18.1082232620354,18.031276747803,18.0510595385851,18.1765219877273,18.2047020926825,18.0141709228786,17.8883418327607,18.389690330193,18.2037286787611
"A2AHJ7",18.2129703869855,18.4688872944105,18.1113193094837,17.9744823786791,18.0754095540065,18.1584514500732,18.2129703869855,17.9754112111999,17.9899782656037,18.3468473520956,18.1777239864066
"Q8BH86",17.023779097438,16.9781592966537,16.8292440148364,17.1054878773519,17.0510107436988,17.1038888714262,17.023779097438,17.0009870144153,17.3096388473517,17.0971073943761,17.0501932855789
"Q9QX60",15.3249033799488,15.5797771541243,15.0764176639152,15.2458830009693,15.3747074836765,15.5414877783179,15.3249033799488,15.0602348300674,15.8316562919942,15.5672077145249,15.3076464303856
"Q91XI5",15.177766887217,15.3946178879032,15.0648115028672,15.1844286049367,15.3852043242202,15.4071027236689,15.177766887217,15.2631391160785,15.6954224452667,15.3242506251704,15.1498886885186
"Q8VCH6",14.2779568882073,13.8777987673441,14.559599234955,14.3794765803108,14.3722050761152,13.8872386626296,14.2779568882073,14.4617648820972,13.8109586809128,13.70149601839,14.5332842652791
"O88455",16.7842250985833,17.1947662301661,16.5202598233888,16.474533919196,16.7775004048176,17.064728504846,16.7842250985833,16.6608201854285,16.9648352966225,16.9281544143514,16.6075230154009
"Q9DBB8",18.0657918005691,18.4205211278867,17.7649023636269,17.9189969310588,18.0861764855658,18.2165179571049,18.0657918005691,17.8020959812479,18.5622171759285,18.3589095722894,17.9791315932735
"P00375",15.1804547682104,16.2566047503377,14.502089899308,14.4257118795442,15.2212422609077,15.8099981152692,15.1804547682104,14.7168232496853,16.3093089709562,15.8519268326971,14.7077347458256
"O35435",17.3247570803831,17.2273719543808,17.7015837005642,17.5511010865617,17.3835308090337,17.3170344128474,17.3247570803831,17.5000863585068,17.2232072631854,17.3145939175241,17.5159362831778
"Q3TXU5",16.0727266972929,15.8975396171187,16.4070956560909,16.3192975856235,16.1614846197463,16.0926572022845,16.0727266972929,16.3370685806383,16.0791754739582,16.1219257290685,16.2564045783288
"Q99L04",19.2085490291686,19.0757954405363,19.2366718500953,19.2062256741001,19.2541589234206,19.0811913637361,19.2085490291686,19.2132495006886,19.1493162523839,19.1100816953136,19.1795357827592
"Q3U0B3",15.6319535488901,14.4923297503753,16.738816293344,16.3946449097687,15.5844292117034,14.7861735412248,15.6319535488901,16.4682969188631,14.3983939070512,14.313869398858,16.322758491227
"Q5SS80",16.3799192480458,16.1443017776982,15.9679728235875,16.4561317826419,16.4060209243069,16.4287955116987,16.3799192480458,16.5369332613934,17.1092338335275,16.4297010603287,16.2041880964582
"Q99LB2",19.0054077427129,18.8877565332023,19.0794811004163,19.0932863246507,18.9961107758446,19.0786629022804,19.0054077427129,19.0645671747595,18.9468647801233,19.0254193028296,19.1917613817301
"Q9CXR1",17.5272538723157,17.2738881161552,17.472985557934,17.3543270295892,17.6006155222608,17.4428111469631,17.5272538723157,17.2693950523488,17.8626831498616,17.4121103400275,17.4128838954952
"Q99J47",18.49216563505,18.4997886564898,18.6162363238804,18.3942119605141,18.4476292240632,18.46579667918,18.49216563505,18.4125404140013,18.2154571927584,18.4693065199443,18.5069261743636
"O35286",18.7606238424424,18.6496745752367,18.8619101382915,18.8155444991711,18.7604721906776,18.6999574477607,18.7606238424424,18.794101427403,18.7091173714944,18.6592796170306,18.7648511096587
"Q921Y1",14.5250512768929,14.5658071788555,14.503006438766,14.2593541630889,14.40384681768,14.176413849624,14.5250512768929,14.2824778211485,13.9654369448982,14.4392042996423,14.3309240453677
"Q6PGC1",17.6383771753249,17.7723440828016,17.2965602269896,17.3679529977118,17.6230245003533,17.7079672204806,17.6383771753249,17.4745376908472,17.7043382604838,17.8647565117369,17.4904763518321
"Q99PU8",17.4831850152107,17.1918041212023,17.701568302374,17.502151063629,17.4456393268503,17.2606681848258,17.4831850152107,17.6040817236938,17.3207549773303,17.3264218058408,17.5420998290986
"Q8BZS9",15.3688483953644,15.6326062134709,15.2925689402556,15.3774873334856,15.3594404577279,15.4656836277011,15.3688483953644,15.448481212952,14.9127986203681,15.4150676903167,15.5397431387725
"A2ACQ1",15.8368615536349,15.128907281423,16.3540086114316,16.0882648606906,15.8309788690954,15.3278916421885,15.8368615536349,16.2208185472356,15.0486904091436,15.3243306714777,16.1029606580502
"Q8VHK9",17.0354710594273,17.246081937521,16.9935746321522,16.9880655300616,17.0502122279964,17.1863155478241,17.0354710594273,17.1510694573589,17.212095061843,17.1846769596354,17.1485830981568
"Q80X98",14.9075192388496,14.8254981488012,15.0710115735407,14.9948898777859,14.9735230778046,15.0192227501895,14.9075192388496,15.0129484965492,14.8441927162293,14.971224174296,14.9542510175963
"Q6P5D3",16.4786172174426,16.5236699939335,16.4892314078168,16.4337670570244,16.454004703721,16.5163542989065,16.4786172174426,16.5400002406557,16.4671102446188,16.5309345206305,16.5193309569168
"A2A4P0",13.467889037021,13.57978365133,13.6627897279001,13.4905214404719,13.6063731831705,13.7133840405215,13.467889037021,13.4820649022211,13.238008183142,13.3985643314879,13.5869778727364
"O70133",19.398267018308,19.2464387906643,19.5496215647203,19.3523811248982,19.4594733321448,19.3040637685814,19.398267018308,19.2882417900285,19.2455996658843,19.2369118825331,19.4311236869135
"E9QNN1",19.4096249198034,19.2705605737533,19.5477717820197,19.3482855822717,19.4591756901566,19.3277593687447,19.4096249198034,19.2941506673024,19.2470390032123,19.2525808885824,19.4354258365596
"Q9JIQ3",16.3430623657879,15.8733308013375,16.5313137581174,16.5865785581259,16.5248390024389,16.1801976866546,16.3430623657879,16.5079908636625,16.1034383211442,15.937407813084,16.4699498925423
"O08808",18.8848656236516,19.0674868657641,18.8021128598331,18.9986738392009,18.9510641309582,19.071798428439,18.8848656236516,19.0792713659284,18.7370184884986,19.0396221406113,18.984894170481
"Q5DTQ4",18.8882624496747,19.0783999605177,18.8062517720209,19.0008849048252,18.9395061181791,19.0742029855961,18.8882624496747,19.0899454474181,18.71810272873,19.037959840265,18.9765393526121
"O70566",18.3640264851694,18.2309674485481,18.3807638171494,18.4816245352769,18.4117857554624,18.2564438339199,18.3640264851694,18.5511930493823,18.2349626868309,18.326281601522,18.4084048878853
"K4PWM5",18.3671818482204,18.2301573047675,18.3858479368907,18.4837265769358,18.4075021665461,18.2507448953326,18.3671818482204,18.5516554582772,18.2047759935872,18.3258020784347,18.4142005915282
"Q8C9B9",16.2645280962511,16.2582936314708,16.3481598404216,16.3126773824693,16.3602757354779,16.3148790920306,16.2645280962511,16.3671783692416,15.9632403023871,16.1775974081288,16.3602410236092
"Q9D0D4",15.4563467401813,15.5311112170202,16.2885695363814,16.1774417589269,15.8793513805934,15.5631343211829,15.4563467401813,15.9087677960811,16.0432144758541,15.7719339016329,15.9494125089824
"Q8BWT5",18.6150865216842,18.5640056451351,18.1794066263414,18.3663176200028,18.6021136745831,18.6885011770083,18.6150865216842,18.3721542841335,18.9977304456055,18.6856845558235,18.3342336295937
"D3Z7D3",18.6121972333145,18.5523811767232,18.1860343927914,18.3609493827334,18.6016859110227,18.6793912772415,18.6121972333145,18.3715879902701,18.9988857243585,18.6781176224551,18.3360517381022
"Q3UH60",19.6269737033286,19.1731912612983,19.482030976909,19.4834488371023,19.63076032537,19.3565316395541,19.6269737033286,19.4645015787681,19.8131250163652,19.238605243988,19.4010419506147
"B2RQC7",19.6347732652372,19.1564180594222,19.4611524918909,19.4979784006314,19.6397578369053,19.3475935043999,19.6347732652372,19.4858565704069,19.8226486578037,19.2055654272173,19.4047975485767
"E9PWR4",18.2702311128844,18.2477421888433,18.2029736712678,18.3488266641238,18.2826668028323,18.3332768632611,18.2702311128844,18.3061499971331,18.4018833099391,18.2996890497164,18.2216216297263
"B2RQ71",18.2718636345753,18.2592707236845,18.1974251176872,18.3553233826993,18.2804911991352,18.3382379811414,18.2718636345753,18.31114075837,18.3931967274103,18.3097082905427,18.2187097151038
"Q91Z61",18.5549744253571,18.4731232994432,18.560258090253,18.6381145407033,18.4986622861364,18.4643025638215,18.5549744253571,18.6010256587005,18.5920749705334,18.3842057156479,18.5395505626623
"Q5PR73",20.2476503820083,20.0650410584721,20.1255169949912,20.0626835376892,20.2178475903128,20.1426302164741,20.2476503820083,20.0334413141969,20.4142715252889,20.0869106569145,20.0429451093874
"Q9CSH3",16.1484721005615,16.1436241659718,16.0374417205091,16.0107311646467,16.1769353744825,16.2251958626907,16.1484721005615,16.2191876862344,16.0244546137929,16.1164678104545,16.1061445374744
"Q8C0S1",13.785399934507,14.0477460728239,13.7954276735244,13.2157797077131,13.8796610163605,14.1273895678188,13.785399934507,13.6488736610349,14.2179684905152,13.7928531391148,13.7369337995786
"Q8CI75",18.6331773870692,18.6453959919293,18.338901068963,18.5123070549593,18.6592303484955,18.6391706686743,18.6331773870692,18.5587232671394,18.7363798606991,18.6482508483575,18.5591878364282
"Q8CIP5",13.8604090204037,13.6613503461517,14.4560421482239,14.2422130787629,14.1240787106521,13.7610479921449,13.8604090204037,14.2277125001291,13.6908781090075,13.7674010597273,14.129502184478
"Q80Y83",15.7881482153446,15.6296415071996,15.5948774480707,15.7377304514004,15.930215099419,15.7250226224937,15.7881482153446,15.8433636364308,15.782755935977,15.5943621341476,15.7159455081528
"Q9ESX5",17.7036044067363,17.4188347263158,17.9350447373,17.8398209512056,17.7688882656401,17.5405351439712,17.7036044067363,17.8120674517996,17.1185182023884,17.4749985790989,17.8121894108776
"Q9QUN9",17.1828932508996,17.3083657916666,17.1420723739543,16.9114105914015,17.1885958642641,17.3103763022459,17.1828932508996,16.9261594996709,17.2127852156607,17.3076754169626,17.1293774059238
"Q8BMF4",22.1645543833229,22.3017502619915,22.4288988286138,22.1917377340771,22.149240717125,22.2136077371613,22.1645543833229,22.2521754882557,22.0349349531068,22.3442341257528,22.370091187193
"Q9R0Z9",16.2708813307768,15.7522076974286,16.1497637680268,15.890019588153,16.1306696365015,16.1736960606972,16.2708813307768,16.1308056043758,16.496461510882,16.0013829081672,16.1204182454789
"O08749",22.0919687464442,21.9535133688239,22.3340561164496,22.2165820856209,22.111479702751,22.0253322840938,22.0919687464442,22.1832051746759,21.8323092366722,22.078362186219,22.2760456917939
"Q811D0",21.1381390072567,20.7442207266362,21.1109443324075,21.1317206944518,21.1134729828295,20.7943023789218,21.1381390072567,21.0891757184614,20.9564958668847,20.7374413594382,21.0468266340451
"E9Q9H0",21.3394834562504,21.0450180260868,21.3054470211467,21.3291964649893,21.283192492321,20.9965057335071,21.3394834562504,21.2716134637959,21.1465347416175,20.9505361977549,21.2453059352746
"D3Z3B8",21.3333240644253,20.9700156215456,21.34871825691,21.3506248900632,21.2740283543535,20.9410949766273,21.3333240644253,21.2723445105854,21.1039817587645,20.8705447455819,21.2559217209774
"Q91XM9",19.5635607332504,19.7499018240332,19.7212182898968,19.7987537491137,19.650210600988,19.6842403363363,19.5635607332504,19.6966969510696,19.5314727391856,19.6370255718913,19.7096162743215
"A0A338P6J0",19.895256731046,20.0415161782265,20.0515212738761,20.1110939254544,19.9699373304535,19.978443521225,19.895256731046,20.0163180331778,19.8358253784926,19.9413594576949,20.0462807149495
"A0A571BEZ4",19.897523241231,20.070777873945,20.052040389083,20.0985907417037,19.9608165548954,19.9834474126089,19.897523241231,20.0082030739128,19.832211123732,19.9571256670507,20.0571002225283
"E9Q2L2",19.8977790454859,20.0696082660466,20.0524225744261,20.1000136687032,19.9627577857102,19.9840534629097,19.8977790454859,20.0090209722093,19.8310606057178,19.9561603585581,20.0555368923487
"A0A2L2P590",19.8906055851186,20.0749598933422,20.0514057898453,20.097774528963,19.9553591647521,19.9799971646104,19.8906055851186,20.0013011552606,19.8253450452522,19.9575468498513,20.0532995472999
"A0A5F8MPY4",19.1358950802373,17.2238572164737,19.9675580581032,19.6604556277121,19.4331593853393,18.6395003033928,19.1358950802373,19.5276776560213,19.3588333505164,18.6509225843936,19.7312294150669
"Q6XVF6",18.1450437216482,18.2263680937885,18.1551539523414,18.0851784268885,18.0308232082106,18.1242738592579,18.1450437216482,18.1673626181557,17.715360844872,18.0893947768337,18.1741443219975
"P70175",19.1934588633536,19.5273208199095,19.324334064814,19.2690877073976,19.1249257105783,19.3005062850564,19.1934588633536,19.2324126717839,18.9432676643996,19.381779044678,19.2874228203083
"Q80TH1",19.18907319038,19.5217365956587,19.3314324831135,19.2619878840954,19.1296599314102,19.2918241042653,19.18907319038,19.2317060733959,18.9447861466045,19.3734215796182,19.2852734065379
"Q62108",20.7867637773372,20.8068486558358,20.9723181271718,20.8250040958706,20.6734342872008,20.645085169905,20.7867637773372,20.8616791124589,20.3712672596449,20.7711004934045,20.8955943964546
"E9Q9R9",14.5614331901993,14.7242090290092,14.2886815745692,14.535114460729,14.2010537362102,14.4685537984347,14.5614331901993,14.4372342988091,13.637404284196,14.958781233509,14.3278526169763
"Q9D415",18.1190468013797,18.2842834429147,18.2630763978826,18.0586622554796,17.8953152537551,18.1162866836169,18.1190468013797,18.4606064670271,17.4867072232697,18.111859587536,18.209969897283
"Q3UVU8",18.1183881250712,18.2460979716116,18.2599703295395,18.0903840358261,17.8766452414378,18.1165686606045,18.1183881250712,18.4709220780333,17.4903930146423,18.1008978463018,18.2002974836124
"Q8BJ42",18.7656309621466,18.3217918083601,19.0725408564638,18.7054333598729,18.6187607397946,18.1439289831442,18.7656309621466,18.8667364318686,18.0957444142759,18.1104327899686,18.6760968685416
"Q0VF59",18.7656309621466,18.3217918083601,19.0725408564638,18.7054333598729,18.6187607397946,18.1439289831442,18.7656309621466,18.8667364318686,18.0957444142759,18.1104327899686,18.6760968685416
"Q6PFD5",18.5547385364874,18.1939513833952,18.8435770530035,18.4089186480462,18.3747073642336,17.9087231257692,18.5547385364874,18.5589218787278,17.7952379805826,17.9585316375415,18.4725712262611
