cluster	X.GN.	X.Pr0B_0h1.	X.ProB_0h2.	X.Pr0B_1h1.	X.Pr0B_1h2.	X.Pr0B_4h1.	X.Pr0B_4h2.	X.Pr0B_16h1.	X.Pr0B_16h2.
2	"sp|Q9D0R4|DDX56_MOUSE"	20.0151445502948	20.0802117204232	19.9680921502361	20.010438090346	19.9535084999001	20.1416504000847	20.2875824702833	20.3720041305205
2	"sp|Q99KU1|DHDDS_MOUSE"	13.8974433697171	13.9995181603127	14.1871948599036	14.134476920354	14.1487056696812	14.2872685101474	14.5262878700526	14.5288739202103
2	"sp|Q80VY9|DHX33_MOUSE"	16.8923039204664	16.8271044999462	16.8581174194539	16.9151475302555	16.9096348304762	16.9532932799484	17.3255709496575	17.1923704901788
2	"sp|Q9CQ28|DPH6_MOUSE"	20.0216883105122	20.1673786696466	19.9931706806516	19.972129449839	19.9680548993821	19.9016271199736	20.3074231996267	20.3660349103565
2	"sp|Q8C2P3|DUS1L_MOUSE"	17.0028153199035	16.9376655598552	17.1763215901299	17.1259699696095	17.1172112102694	17.0819927301793	17.4342292398305	17.4922468798573
2	"sp|Q8R0K9|E2F4_MOUSE"	19.3567089800404	19.2825501900449	19.2461215400589	19.3573402800974	19.4902929899093	19.3447988400585	19.6456587699423	19.7460628900325
2	"sp|Q61502|E2F5_MOUSE"	19.5809907999799	19.5356953800654	19.4112177200292	19.5956940199674	19.5578071300398	19.599551879988	20.0531485803759	20.1086021601361
2	"sp|Q9D903|EBP2_MOUSE"	19.3893959201	19.3329509099054	19.3499682999444	19.4543269000095	19.2586910299954	19.475400439916	19.8140526999406	19.8829654199902
2	"sp|Q9CS74|SGT1_MOUSE"	16.9010314396977	16.9338420202766	16.9156267205656	16.9594670700336	16.9719732000632	16.9483876003363	17.2090324997891	17.2612873503072
2	"sp|Q80Z60-3|ECE2_MOUSE"	15.3388927199114	15.5170863999726	15.3728439101543	15.2136838000588	15.2877662401207	15.5311453799207	16.0411971999043	16.0559891299927
2	"sp|O70251|EF1B_MOUSE"	21.4938664501042	21.5241228700823	21.5124954301089	21.4841737801981	21.4935390599934	21.5173457198414	21.7685299598903	21.8375444799127
2	"sp|Q9D8N0|EF1G_MOUSE"	22.7079536699913	22.6510925700784	22.6666506200294	22.681602349902	22.698162859924	22.7223070699742	22.9456874100269	23.0158326600765
2	"sp|Q99LC8|EI2BA_MOUSE"	18.7106510599595	18.7579457098925	18.7356050898468	18.7139122500994	18.6677340999014	18.7774180000053	18.9745564799205	19.0779285300473
2	"sp|Q9DCH4|EIF3F_MOUSE"	20.3412192198747	20.4139827697128	20.4252253801762	20.4490051600482	20.395053939572	20.4883236495714	20.6765799798843	20.67434951028
2	"sp|Q9JLJ5|ELOV1_MOUSE"	14.9309104801411	14.8752559597968	14.841892130017	14.9544009200626	14.9582491801578	15.1015675099549	15.3702074899187	15.2415704699178
2	"sp|P16406|AMPE_MOUSE"	17.8119406698043	17.8718737601581	17.8980185797738	17.9126972402281	18.1300880402475	18.0621912497365	19.0601463498983	19.0435827600641
2	"tr|A2ALK6|A2ALK6_MOUSE"	15.6972798701175	15.7245407898906	15.6516335499862	15.7751355301134	15.7837007900156	15.8807743798822	16.3940013499969	16.2945095199307
2	"sp|Q99K30|ES8L2_MOUSE"	15.8645649399927	15.940763529901	15.8821220599136	15.9621148299365	15.8720929499802	15.7974982099143	16.3460053200505	16.3470801399892
2	"sp|Q9CZU4|ERAL1_MOUSE"	16.7046528593946	16.6975501194142	16.5671013099624	16.6578997402352	16.6955123403435	16.6488699104098	17.0718148699175	17.1490330703185
2	"sp|Q9CR89|ERGI2_MOUSE"	15.3356722298503	15.2917352401032	15.386849640032	15.4154044998948	15.3211471900812	15.1924113198339	15.5351568999046	15.5853209899051
2	"sp|Q3V1V3|ESF1_MOUSE"	19.1667262101056	19.2073117800432	19.1939089799117	19.1269275599783	19.2983311100765	19.1928565999953	19.4407462300302	19.5106044299168
2	"sp|P19096|FAS_MOUSE"	21.5403284000309	21.5526863097834	21.5761593497896	21.5847800600797	21.5889185197747	21.4988795297909	22.0437348798781	21.9895606700748
2	"sp|P20693|FCER2_MOUSE"	14.987516749838	14.6454207002219	14.8789687898059	14.8413510101356	14.9150631100421	14.7115815900741	15.4541166601205	15.7044265299329
2	"sp|Q920E5|FPPS_MOUSE"	19.0426663798724	19.0703106401121	19.0663116100005	18.9758739600343	19.0061177399209	19.0461186499343	19.6795112500629	19.7414934599704
2	"sp|Q9Z2G1|FM1AA_MOUSE"	16.3907679199998	16.33298450997	16.2843824799572	16.2934490199746	16.4240603699894	16.3095339800224	16.689884020101	16.5304122500089
2	"sp|A2APV2|FMNL2_MOUSE"	17.9052448499136	17.8417853399156	17.9489592101208	17.9200445899528	17.9449375697374	17.8818891800271	18.2112338000689	18.2800609698359
2	"sp|A2APV2-3|FMNL2_MOUSE"	17.8938192599677	17.8361590001146	17.9460451898521	17.9178974999328	17.9373014899327	17.8693855100667	18.196543489913	18.2373260698937
2	"sp|Q8BIE6|FRM4A_MOUSE"	14.6584137499731	14.67520508024	14.6590203497578	14.7537879602456	14.5905814702204	14.6165736100227	14.9627433298025	14.8288070401756
2	"sp|Q9DBE9|SPB1_MOUSE"	18.4132320900585	18.2226499800039	18.3637690001927	18.4830557198675	18.1622870898614	18.4965194200443	18.8855915901254	18.817689060037
2	"sp|P60521|GBRL2_MOUSE"	17.9721617600883	17.7820154598256	18.0894510801007	17.958699770283	17.9864035102699	17.9709065701152	18.3027110901997	18.2842038700668
2	"sp|Q8CAB8|GATL2_MOUSE"	14.1993886198841	14.3005666097595	14.3544512597103	14.3809279801956	14.3082076399217	14.1201253001232	14.8481386800681	14.5702915300087
2	"sp|Q9Z0E6|GBP2_MOUSE"	16.5229685299786	16.3447044100408	16.4227037700201	16.4973395799254	16.5522353700026	16.556188029931	16.937287019537	16.7503669802678
2	"sp|Q61107|GBP4_MOUSE"	18.6890794998807	18.6676901801369	18.6884093298318	18.6672701800372	18.7591706798557	18.72500747984	19.0470242799515	19.0517105699434
2	"tr|Q91Z40|Q91Z40_MOUSE"	18.8729207498567	18.9543664200036	18.8666467401038	18.922898079932	19.0471328700715	18.9976335500019	19.5105199800097	19.6601537799161
2	"sp|Q8BX17|GEMI5_MOUSE"	19.4725746899545	19.4979292499128	19.5122244200425	19.5195379200942	19.5053963999957	19.4425672200609	19.7944062500646	19.7525676400215
2	"sp|Q61543|GSLG1_MOUSE"	19.0509854199605	19.2084526999288	19.095201049983	19.2053311900417	19.273576600015	19.2727128699404	19.6774576499449	19.7441332999492
2	"tr|F6U529|F6U529_MOUSE"	18.761921280072	18.7705764699138	18.6728063099573	18.659553290045	18.81581926996	18.7331920498773	18.927338029941	19.0308480099861
